"","Cni.Cbr","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans","inheritance","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00030985__Cni-rhr-1",0,0,-1,"ambiguous","ambiguous",-0.322685983879599,-0.640100855582059,0.372242438441951,12662611,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030984__Cni-acl-6",0,0,-1,"ambiguous","ambiguous",-0.466472987790755,-0.822925635847486,0.406673525173641,12667827,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030983__Cni-F08F3.1",0,0,0,"conserved","no change",-0.18973875494551,0.0783338432155771,-0.220712550593575,12679976,"V","C. nigoni background","No change","Conserved"
"WBGene00030982__Cni-glc-3",0,0,0,"conserved","no change",-0.383619934690256,1.13427033307887,-1.46419880691728,12682536,"V","C. nigoni background","No change","Conserved"
"WBGene00030981__Cni-ZC317.2",0,0,0,"conserved","no change",3.07182007070977,0.712647268691211,2.41580689415255,12690748,"V","C. nigoni background","No change","Conserved"
"WBGene00030980__Cni-grl-18",0,0,0,"conserved","no change",-0.159543401019182,1.21470045777951,-1.34909494140689,12691654,"V","C. nigoni background","No change","Conserved"
"WBGene00030979__Cni-T05C3.6",0,0,0,"conserved","no change",1.49031293240318,-0.0410247103854474,1.57477054864836,12694443,"V","C. nigoni background","No change","Conserved"
"WBGene00030978__Cnig_chr_V.g19671",0,-1,0,"ambiguous","ambiguous",-6.98679379321377,-6.30875095536163,-0.614024035628456,12696583,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030977__Cni-dnj-19",0,1,0,"ambiguous","ambiguous",0.434689892799294,0.322677287366461,0.167737130677201,12704097,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030976__Cni-nhr-47",0,0,0,"conserved","no change",0.074839764845575,0.321319996406267,-0.189268992027251,12706169,"V","C. nigoni background","No change","Conserved"
"WBGene00030975__Cni-hpo-15",0,1,1,"compensatory trans up","overdominant",1.15120399927443,1.58883202891968,-0.387636473265056,12708734,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00030974__Cni-mms-19",0,0,0,"conserved","no change",-0.158228586696756,-0.299002201499762,0.18887687255924,12711970,"V","C. nigoni background","No change","Conserved"
"WBGene00030973__Cni-C24G6.2",0,0,1,"ambiguous","ambiguous",0.770438154022146,1.51985030357983,-0.696965432185091,12718631,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030971__Cni-C24G6.8",0,0,0,"conserved","no change",0.237620858100108,-0.299415114139933,0.593334328956943,12727175,"V","C. nigoni background","No change","Conserved"
"WBGene00030970__Cni-cft-1",0,0,0,"conserved","no change",0.631168644246953,-0.249661943004755,0.932792962550366,12729512,"V","C. nigoni background","No change","Conserved"
"WBGene00030969__Cni-ugt-48",1,1,-1,"C. briggsae partial trans down","additive down",6.31338182234795,-3.57833641135393,9.84788441936409,12734224,"V","C. nigoni background","Additive","cis-trans"
"WBGene00088526__Cni-C18C4.5",0,0,0,"conserved","no change",-0.188948879304003,0.20789387383246,-0.345192522893906,12737956,"V","C. nigoni background","No change","Conserved"
"WBGene00088526__Cni-glb-5",-1,-1,0,"no effect","C. nigoni dominant",-4.4881336241604,0.446826837016783,-4.83183114149356,12743625,"V","C. nigoni background","Cni dominant","No change"
"WBGene00088526__Cnig_chr_V.g19684",0,-1,0,"ambiguous","ambiguous",-5.35040515630061,-1.68567113804807,-3.66225945994782,12746497,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030966__Cnig_chr_V.g19686",0,0,0,"conserved","no change",1.538860318792,2.1161175934022,-0.534112404883511,12748937,"V","C. nigoni background","No change","Conserved"
"WBGene00030964__Cnig_chr_V.g19689",0,0,0,"conserved","no change",0.418027287095951,0.286872382585731,0.183942553616787,12761031,"V","C. nigoni background","No change","Conserved"
"WBGene00030963__Cni-pas-6",1,0,0,"ambiguous","ambiguous",0.155882111063807,-0.394030020044175,0.603865807063436,12766260,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270695__Cnig_chr_V.g19692",-1,0,0,"ambiguous","ambiguous",-0.107160272291877,0.723376431167348,-0.778595889715517,12770920,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030961__Cni-CD4.3",0,0,0,"conserved","no change",-0.400065335842271,-1.25930646789205,0.917321696468424,12771895,"V","C. nigoni background","No change","Conserved"
"WBGene00030960__Cni-crn-2",1,0,0,"ambiguous","ambiguous",1.32780253184457,0.0500056153324769,1.33398233582954,12772792,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030959__Cni-zhit-1",0,-1,-1,"compensatory trans down","underdominant",-1.77311216496537,-1.72403319833307,0.0087365532638886,12774031,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00030958__Cni-CD4.1",0,0,0,"conserved","no change",0.368492602165223,0.632147440035143,-0.197956464878071,12777064,"V","C. nigoni background","No change","Conserved"
"WBGene00030957__Cni-M03E7.4",-1,0,0,"ambiguous","ambiguous",-1.54305648959597,2.85639983473017,-4.32202176256235,12780267,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030955__Cnig_chr_V.g19698",0,0,0,"conserved","no change",1.3031902379832,2.13780542763668,-0.783608638553924,12786074,"V","C. nigoni background","No change","Conserved"
"WBGene00030954__Cni-memb-2",0,0,-1,"ambiguous","ambiguous",-0.439606864998932,-1.15151350452592,0.760423588068701,12786708,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030953__Cni-M03E7.1",0,0,0,"conserved","no change",0.480117096510848,-0.239224438604864,0.777445518239557,12789624,"V","C. nigoni background","No change","Conserved"
"WBGene00030953__Cni-acy-4",1,1,0,"no effect","C. nigoni dominant",5.61308097946926,0.0339196816715875,5.62402686618991,12790738,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030931__Cni-K09H11.6",0,0,0,"conserved","no change",-1.44618545513568,-1.54092569851301,0.143010438869019,12800179,"V","C. nigoni background","No change","Conserved"
"WBGene00030930__Cni-K09H11.1",0,1,0,"ambiguous","ambiguous",0.859305555753994,0.50807719099946,0.400650301546944,12810154,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030928__Cni-aspm-1",-1,-1,0,"no effect","C. nigoni dominant",-1.02525652228056,-0.125728141348979,-0.846169770000398,12817309,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030927__Cnig_chr_V.g19707",1,1,0,"no effect","C. nigoni dominant",3.6386858749835,0.557928811055169,3.13207241640451,12821749,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030926__Cnig_chr_V.g19708",1,1,0,"no effect","C. nigoni dominant",4.36763779233221,0.281917341395108,4.13371055052579,12828185,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030925__Cnig_chr_V.g19709",-1,-1,0,"no effect","C. nigoni dominant",-0.691637689853812,-0.269912314131348,-0.366216808699439,12830200,"V","C. nigoni background","Cni dominant","No change"
"WBGene00303387__Cni-F44E7.5",0,1,1,"compensatory trans up","overdominant",1.39399443519137,1.32081758128785,0.122990641206388,12834947,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00030924__Cnig_chr_V.g19711",0,0,0,"conserved","no change",1.01717152878636,2.01533792105082,-0.94340805759429,12837273,"V","C. nigoni background","No change","Conserved"
"WBGene00030923__Cni-nhr-142",0,0,0,"conserved","no change",1.51617697896809,0.0646767301239696,1.50645292253164,12839765,"V","C. nigoni background","No change","Conserved"
"WBGene00030921__Cni-ZC250.2",1,0,0,"ambiguous","ambiguous",1.57750705581264,-1.0181751476706,2.64939176005252,12855626,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270658__Cni-ZC250.5",0,-1,-1,"compensatory trans down","underdominant",-1.79547688669332,-1.75155590355272,0.00533046095364518,12867664,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00030918__Cni-ZC250.4",0,0,0,"conserved","no change",-0.148486876940012,-0.405302059037639,0.304592289412738,12872031,"V","C. nigoni background","No change","Conserved"
"WBGene00030917__Cnig_chr_V.g19722",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.322833430189251,-1.35734815314637,1.09112907109398,12884005,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00030916__Cnig_chr_V.g19723",0,0,0,"conserved","no change",0.405366465292492,0.32781661728719,0.131384629606359,12888868,"V","C. nigoni background","No change","Conserved"
"WBGene00030914__Cni-col-140",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.274551860330564,-0.890233815106151,1.22483029714556,12896590,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00030913__Cnig_chr_V.g19726",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.504173644064121,-1.10887812407197,0.658484404502262,12898334,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00030912__Cni-F26F12.3",-1,1,1,"C. briggsae partial trans up","overdominant",0.602657176013088,1.46962669832686,-0.814234554925902,12901268,"V","C. nigoni background","Overdominant","cis-trans"
"WBGene00030910__Cni-F26F12.5",0,0,0,"conserved","no change",2.13626232485367,1.08362542930216,1.13116420646618,12920602,"V","C. nigoni background","No change","Conserved"
"WBGene00030906__Cni-C04E6.7",0,0,0,"conserved","no change",1.24872059978872,0.636669813314826,0.662249502125871,12936823,"V","C. nigoni background","No change","Conserved"
"WBGene00030901__Cni-C04E6.13",0,0,0,"conserved","no change",-0.220147195309268,-0.394975711357413,0.232008391820512,12962401,"V","C. nigoni background","No change","Conserved"
"WBGene00030900__Cni-C04E6.11",0,0,0,"conserved","no change",-0.0636835714087308,-0.120916972749002,0.106874390501557,12965297,"V","C. nigoni background","No change","Conserved"
"WBGene00088540__Cnig_chr_V.g19750",0,0,1,"ambiguous","ambiguous",1.33674831043248,6.77918458269714,-5.38949587442159,12971126,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030898__Cnig_chr_V.g19751",0,0,0,"conserved","no change",-2.52994642264464,-0.866559440292349,-1.600825523471,12974328,"V","C. nigoni background","No change","Conserved"
"WBGene00030896__Cni-galt-1",0,0,-1,"ambiguous","ambiguous",-4.88698694811206,-5.21103475297015,0.370478658285714,12982054,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030894__Cni-M03F8.3",1,0,0,"ambiguous","ambiguous",0.4756975837993,-0.224104108384723,0.751324747329602,12987288,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030892__Cni-M03F8.1",0,0,0,"conserved","no change",2.10717751561741,1.38664476894944,0.756192571596438,12995463,"V","C. nigoni background","No change","Conserved"
"WBGene00030892__Cni-M03F8.6",0,0,0,"conserved","no change",0.401978479281367,-0.597277087282839,1.05018717005124,12997932,"V","C. nigoni background","No change","Conserved"
"WBGene00030890__Cni-pcm-1",0,0,0,"conserved","no change",-0.189476641054163,-0.380236862256861,0.245749756223395,13007434,"V","C. nigoni background","No change","Conserved"
"WBGene00030889__Cni-mcp-1",0,0,0,"conserved","no change",0.682151101313129,0.419732141434587,0.318891865888578,13011078,"V","C. nigoni background","No change","Conserved"
"WBGene00030888__Cni-acy-2",0,0,1,"ambiguous","ambiguous",2.36636825524555,2.34150828478711,0.0660786491641439,13019175,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030887__Cni-dhs-16",0,0,0,"conserved","no change",-1.51478366604662,-2.40991884411232,0.95924445220581,13025112,"V","C. nigoni background","No change","Conserved"
"WBGene00030885__Cni-fut-8",0,0,0,"conserved","no change",0.253515300084866,0.393276056720536,-0.0983664090437056,13027910,"V","C. nigoni background","No change","Conserved"
"WBGene00030884__Cni-cpg-4",0,0,0,"conserved","no change",-1.34419375548653,-0.194938628103043,-1.09829777349928,13035208,"V","C. nigoni background","No change","Conserved"
"WBGene00030883__Cni-fos-1",0,0,0,"conserved","no change",0.323160754086563,0.629542435295567,-0.253028580137196,13050250,"V","C. nigoni background","No change","Conserved"
"WBGene00030882__Cni-rpt-2",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.0721404049772378,-0.533009507290304,0.659321923814916,13052042,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00030881__Cni-aps-1",0,0,0,"conserved","no change",0.291772755698557,-0.242045302826786,0.584655034938034,13053812,"V","C. nigoni background","No change","Conserved"
"WBGene00030880__Cni-picc-1",0,0,0,"conserved","no change",-0.195354091255791,0.16971805095481,-0.313350870506293,13058933,"V","C. nigoni background","No change","Conserved"
"WBGene00030879__Cni-dhs-17",0,0,0,"conserved","no change",0.998611561433476,0.36672818627927,0.689134118300024,13061362,"V","C. nigoni background","No change","Conserved"
"WBGene00030877__Cni-cpi-2",1,1,1,"C. briggsae partial trans up","overdominant",1.70371712645432,0.803155257686132,0.953252868125491,13072199,"V","C. nigoni background","Overdominant","cis-trans"
"WBGene00030877__Cni-R01B10.4",-1,-1,0,"no effect","C. nigoni dominant",-4.42663876909509,-0.740291467270225,-3.64214910180972,13074013,"V","C. nigoni background","Cni dominant","No change"
"WBGene00270711__Cni-jamp-1",1,1,0,"no effect","C. nigoni dominant",2.44965277752032,-0.0655819127848103,2.5650988173665,13075678,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030874__Cni-Y38A10A.2",0,0,0,"conserved","no change",2.43051682466202,2.86200134743268,-0.409570734418246,13080226,"V","C. nigoni background","No change","Conserved"
"WBGene00030872__Cni-Y47D9A.5",0,-1,-1,"compensatory trans down","underdominant",-1.91543927658956,-1.80107528921975,-0.061416101242755,13089557,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00030871__Cni-Y38A10A.7",0,0,0,"conserved","no change",-0.90489743498969,-0.846600710235373,0.00267310369415125,13091631,"V","C. nigoni background","No change","Conserved"
"WBGene00030870__Cnig_chr_V.g19784",-1,-1,0,"no effect","C. nigoni dominant",-1.45485810257891,0.0710096860098751,-1.47755814632045,13092856,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030869__Cni-crt-1",-1,-1,0,"no effect","C. nigoni dominant",-0.905776224455887,-0.0250481991882093,-0.825073567044645,13094890,"V","C. nigoni background","Cni dominant","No change"
"WBGene00030868__Cni-atf-8",0,0,0,"conserved","no change",5.97838330080523,0.0906886737005994,5.92312341568401,13100886,"V","C. nigoni background","No change","Conserved"
"WBGene00030866__Cni-F17A9.2",0,0,0,"conserved","no change",-0.40099872595924,-0.293621392774061,-0.0536853119576517,13102350,"V","C. nigoni background","No change","Conserved"
"WBGene00030866__Cnig_chr_V.g19790",1,0,0,"ambiguous","ambiguous",1.07476851643288,-0.217977044303498,1.34883917963608,13103430,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030866__Cnig_chr_V.g19791",0,-1,0,"ambiguous","ambiguous",-1.71174981907346,-1.19472725396649,-0.467467209046109,13105048,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00030865__Cni-ttn-1",-1,-1,1,"C. briggsae partial trans up","additive up",-0.831428352171529,2.22842754297227,-3.00355878907888,13107385,"V","C. nigoni background","Additive","cis-trans"
"WBGene00030865__Cni-exp-2",-1,-1,0,"no effect","C. nigoni dominant",-3.93067838246186,1.02242108154633,-4.87615762338622,13126987,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038197__Cni-W06H8.4",0,0,-1,"ambiguous","ambiguous",-3.16282105271229,-4.30823929328004,1.21352628083025,13202925,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038199__Cni-rme-1",0,1,0,"ambiguous","ambiguous",0.550291255706032,0.231560294757093,0.373570213561718,13208285,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038203__Cni-W06H8.6",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.540618745624215,2.46454631206275,-2.94887442569913,13223395,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038204__Cni-K08B12.3",0,0,0,"conserved","no change",0.0320638141080833,-1.23464216268791,1.32563643758398,13234058,"V","C. nigoni background","No change","Conserved"
"WBGene00038205__Cni-dmd-7",0,0,0,"conserved","no change",0.147305838836993,1.0641212617852,-0.861411577181725,13246321,"V","C. nigoni background","No change","Conserved"
"WBGene00038207__Cni-mrck-1",0,0,0,"conserved","no change",0.32171430817863,0.540282319929084,-0.165419656256388,13259074,"V","C. nigoni background","No change","Conserved"
"WBGene00038207__Cni-K08B12.1",-1,0,0,"ambiguous","ambiguous",-5.40074620373597,1.01827631095722,-6.37776254113199,13257802,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038209__Cnig_chr_V.g19811",0,0,0,"conserved","no change",1.96795330592508,0.735689530121733,1.28866187728187,13267848,"V","C. nigoni background","No change","Conserved"
"WBGene00038210__Cni-F31F7.1",-1,-1,1,"C. briggsae partial trans up","additive up",-0.53291976520807,0.960714472695817,-1.43986194608157,13273913,"V","C. nigoni background","Additive","cis-trans"
"WBGene00038211__Cni-fil-2",0,1,1,"compensatory trans up","overdominant",2.46348442576614,5.31447737375553,-2.78885681338605,13277237,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00038212__Cni-K12B6.4",0,0,0,"conserved","no change",1.85110036224198,0.739872296809265,1.15504312463114,13278538,"V","C. nigoni background","No change","Conserved"
"WBGene00038214__Cni-srn-1",0,0,0,"conserved","no change",0.947033518204365,-1.32539699165374,2.32636984278905,13282896,"V","C. nigoni background","No change","Conserved"
"WBGene00271265__Cni-K12B6.11",0,-1,0,"ambiguous","ambiguous",-5.94280385929646,-4.80435633983065,-1.12378487169338,13287112,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038217__Cnig_chr_V.g19823",0,1,1,"compensatory trans up","overdominant",1.4464918551738,2.00138079899156,-0.503675778094125,13305968,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00038218__Cnig_chr_V.g19824",1,1,0,"no effect","C. nigoni dominant",2.35229631023258,0.21803735835167,2.1821676504399,13309165,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038220__Cni-T28C12.6",0,0,-1,"ambiguous","ambiguous",-4.63819841133628,-6.64910284838026,2.0514486298684,13315573,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038221__Cnig_chr_V.g19827",-1,-1,0,"no effect","C. nigoni dominant",-3.1474840723186,2.51495207589619,-5.59784873752082,13338646,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038221__Cni-bcl-11",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.582099985849268,2.0247167318213,-1.38814623500931,13340076,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038222__Cni-ubr-5",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.396933729111236,1.02100551702739,-1.36390214747607,13347319,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038223__Cnig_chr_V.g19830",0,0,0,"conserved","no change",0.227399915509237,0.412455721757015,-0.131032573301946,13358955,"V","C. nigoni background","No change","Conserved"
"WBGene00038224__Cni-F13H6.5",0,0,1,"ambiguous","ambiguous",3.03629723260958,5.44531391520306,-2.31214738943394,13362630,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038225__Cnig_chr_V.g19833",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.369930237798255,-1.0862521729666,0.772412259838444,13377064,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038225__Cnig_chr_V.g19834",1,1,0,"no effect","C. nigoni dominant",2.6763937326031,-0.402106286153385,3.13606589451884,13378981,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038227__Cni-T05H4.7",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.27842507999298,-5.13497303573702,5.41864430606624,13396668,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038228__Cni-T05H4.10",0,0,0,"conserved","no change",-0.765197780187648,-0.638555477247286,-0.0706577687441953,13398760,"V","C. nigoni background","No change","Conserved"
"WBGene00038229__Cni-T05H4.11",0,0,0,"conserved","no change",-1.34404031390647,-0.940497520011936,-0.3452196116527,13400956,"V","C. nigoni background","No change","Conserved"
"WBGene00038230__Cni-atp-4",1,0,0,"ambiguous","ambiguous",0.177470688869032,-0.285646677369963,0.521971618625663,13402584,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038231__Cnig_chr_V.g19840",0,-1,0,"ambiguous","ambiguous",-0.569962204001243,-0.172716289468042,-0.341588743629989,13404285,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038232__Cni-gad-1",0,0,0,"conserved","no change",-0.21447014490526,0.303306580223361,-0.462495383343703,13407545,"V","C. nigoni background","No change","Conserved"
"WBGene00038234__Cnig_chr_V.g19843",0,-1,0,"ambiguous","ambiguous",-1.22184405876665,-0.940238178196012,-0.22913482785657,13412633,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038237__Cnig_chr_V.g19845",1,0,0,"ambiguous","ambiguous",2.05582450885264,-0.481290884986642,2.59087918708662,13420537,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038240__Cni-acl-9",0,-1,0,"ambiguous","ambiguous",-0.767083128673155,-0.728847211891444,0.0152103502955601,13429749,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038241__Cni-unc-83",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.440094056743875,1.50148940032323,-1.01013704361377,13446078,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038243__Cni-lec-10",0,0,0,"conserved","no change",-0.116624557955772,0.193869942468712,-0.256240697683622,13460930,"V","C. nigoni background","No change","Conserved"
"WBGene00038244__Cni-cpt-6",1,1,0,"no effect","C. nigoni dominant",2.28980734613818,0.684213363681432,1.65638193964831,13462638,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038245__Cni-dgtr-1",0,0,0,"conserved","no change",-1.10918266174223,-0.520130927635414,-0.538799358836085,13468355,"V","C. nigoni background","No change","Conserved"
"WBGene00038246__Cni-W01A11.1",1,1,0,"no effect","C. nigoni dominant",1.65115916772085,0.0170237715069325,1.68801658632957,13470495,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038247__Cni-moc-2",0,0,0,"conserved","no change",0.404614197999466,-0.591551779286446,1.04875958602235,13472926,"V","C. nigoni background","No change","Conserved"
"WBGene00038248__Cni-W01A11.7",0,1,0,"ambiguous","ambiguous",1.99670713659152,0.964455050474035,1.07851834715696,13474901,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038249__Cnig_chr_V.g19857",1,1,0,"no effect","C. nigoni dominant",1.55150636693825,-0.200450557748744,1.80691576983496,13476852,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038252__Cni-dpy-11",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.323709757347664,-0.988165900755134,0.720256349985502,13481313,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038253__Cni-mdh-1",1,0,0,"ambiguous","ambiguous",0.239351608643171,-0.30314642184953,0.598861696906925,13484172,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00088556__Cni-F46E10.18",0,0,0,"conserved","no change",-0.109188310884532,-1.30824524949565,1.25982608196767,13488231,"V","C. nigoni background","No change","Conserved"
"WBGene00038255__Cni-acs-1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.445749035576648,-1.89073797678807,1.49597490063782,13492165,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038256__Cni-hpo-26",1,1,0,"no effect","C. nigoni dominant",3.1816227691134,-0.134834389822168,3.36602898705306,13497769,"V","C. nigoni background","Cni dominant","No change"
"WBGene00038257__Cni-dre-1",0,0,0,"conserved","no change",-0.308808301085346,0.403314705719109,-0.652395683247111,13500758,"V","C. nigoni background","No change","Conserved"
"WBGene00038259__Cni-lipl-4",0,0,0,"conserved","no change",0.245233302145986,-0.177056275082622,0.467378625696997,13513512,"V","C. nigoni background","No change","Conserved"
"WBGene00270736__Cni-ZK1055.5",0,0,0,"conserved","no change",-0.455964204218356,-2.43265751349376,2.04343663418468,13528839,"V","C. nigoni background","No change","Conserved"
"WBGene00038266__Cnig_chr_V.g19880",0,0,0,"conserved","no change",-0.636184228590325,1.05368749935091,-1.64132525288309,13535208,"V","C. nigoni background","No change","Conserved"
"WBGene00038267__Cni-ZK1055.6",1,1,1,"C. briggsae partial trans up","overdominant",2.80939431504986,1.48591074702428,1.37524694458666,13538568,"V","C. nigoni background","Overdominant","cis-trans"
"WBGene00038268__Cni-ZK1055.7",0,1,1,"compensatory trans up","overdominant",1.9935275418657,1.76141015488652,0.286936763143389,13540641,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00038269__Cni-gon-14",0,0,0,"conserved","no change",-0.0657060889552088,0.858387557834114,-0.870521876757779,13544817,"V","C. nigoni background","No change","Conserved"
"WBGene00038270__Cni-cpr-4",0,0,0,"conserved","no change",0.527849877624791,0.194361092979203,0.389608002285794,13551673,"V","C. nigoni background","No change","Conserved"
"WBGene00038271__Cni-nhr-37",0,0,-1,"ambiguous","ambiguous",-4.87758918517162,-7.85676711221257,3.02797378507269,13558159,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038272__Cni-ppt-1",0,1,1,"compensatory trans up","overdominant",1.48497778909958,1.29175103012202,0.245712599584686,13559962,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00038273__Cni-scd-2",0,0,0,"conserved","no change",0.439196689894818,1.3157207670052,-0.826082270858949,13567306,"V","C. nigoni background","No change","Conserved"
"WBGene00038275__Cni-T10H9.8",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.0173139175758029,1.91096431476917,-1.87306355421002,13596213,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038275__Cni-syx-18",0,0,0,"conserved","no change",-0.0503394458883597,-0.425351124633407,0.425477829068399,13596836,"V","C. nigoni background","No change","Conserved"
"WBGene00038277__Cni-snb-1",0,0,1,"ambiguous","ambiguous",0.389295441550149,0.912745068367331,-0.470472712285527,13599213,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00038279__Cni-pmp-5",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.124425928021785,-4.53267363092252,4.46413585034347,13606726,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270673__Cnig_chr_V.g19897",0,0,0,"conserved","no change",-6.15682833974894,-5.90788782954466,-0.181798001274194,13611291,"V","C. nigoni background","No change","Conserved"
"WBGene00038280__Cnig_chr_V.g19898",0,0,0,"conserved","no change",0.523373177417774,0.994254338300432,-0.410209912093711,13615827,"V","C. nigoni background","No change","Conserved"
"WBGene00038285__Cni-K11G9.5",0,0,0,"conserved","no change",0.770273207187449,0.13435524656738,0.688531843083544,13628952,"V","C. nigoni background","No change","Conserved"
"WBGene00038286__Cni-mtl-1",0,0,0,"conserved","no change",6.42840393930828,1.42466329936174,5.05102786323471,13633612,"V","C. nigoni background","No change","Conserved"
"WBGene00038287__Cni-W02F12.2",0,0,0,"conserved","no change",0.105449200507812,0.171329930899086,-0.0121518589135773,13635665,"V","C. nigoni background","No change","Conserved"
"WBGene00038288__Cni-T22D1.5",0,0,0,"conserved","no change",-0.964135805002999,-0.397792547198818,-0.514108509403094,13642174,"V","C. nigoni background","No change","Conserved"
"WBGene00038290__Cni-W02F12.4",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.823708527596348,-1.25415463159754,2.13238083170892,13643974,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00038291__Cni-dlst-1",0,0,0,"conserved","no change",-0.344699633046825,-0.294817370961697,0.00674182545151505,13645822,"V","C. nigoni background","No change","Conserved"
"WBGene00038292__Cni-sna-1",0,0,0,"conserved","no change",0.588612837749475,-0.147390843416436,0.794163138813307,13648009,"V","C. nigoni background","No change","Conserved"
