"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00089206__Cni-T08A9.13",0,1,1,"compensatory trans up","overdominant",1.78088170034532,1.65017227964549,0.182519531831558,13522944,"X","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",1.86915827580359,1.67537916179888,0.182519531831558,13522944,"X","C. nigoni background","Overdominant","Compensatory"
"WBGene00089211__Cnig_chr_X.g24742",0,0,0,"conserved","no change",0.56829498790912,0.440762529197308,0.180668758766613,13594251,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.301208344185795,-0.48913112656036,0.180668758766613,13594251,"X","C. nigoni background","No change","Conserved"
"WBGene00089212__Cnig_chr_X.g24743",0,0,0,"conserved","no change",-0.186377905114828,-0.310450629212643,0.185976860152597,13596783,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.00576744515410893,-0.191893316944342,0.185976860152597,13596783,"X","C. nigoni background","No change","Conserved"
"WBGene00089217__Cni-C10A4.13",0,0,0,"conserved","no change",0.727054533208733,1.11488742093893,-0.312646005572287,13631815,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.962089482227819,-0.651903478958229,-0.312646005572287,13631815,"X","C. nigoni background","No change","Conserved"
"WBGene00089219__Cni-C10A4.9",1,0,0,"ambiguous","ambiguous",1.9381218219715,-4.03372019684772,6.0373924899557,13743491,"X","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",4.8772819602615,-1.17623807208929,6.0373924899557,13743491,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00089232__Cnig_chr_X.g24835",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0653499482305168,-1.56096030228743,1.54850178798221,13998845,"X","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.0469455544152582,-1.51348097216291,1.54850178798221,13998845,"X","C. nigoni background","Cbr dominant","trans-only"
"WBGene00089233__Cnig_chr_X.g24848",0,0,0,"conserved","no change",-1.76154412883381,-1.09062311800256,-0.643948217219145,14092834,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-2.07318670321643,-1.44974859379278,-0.643948217219145,14092834,"X","C. nigoni background","No change","Conserved"
"WBGene00089234__Cnig_chr_X.g24852",0,0,0,"conserved","no change",0.633213349029378,1.06203614993592,-0.381365173031927,14118316,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.550798791620705,0.921491994455918,-0.381365173031927,14118316,"X","C. nigoni background","No change","Conserved"
"WBGene00089240__Cnig_chr_X.g24887",0,0,0,"conserved","no change",-1.16853464539537,-0.133920192278173,-0.990312513461607,14283833,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.583807457302292,0.395751315800567,-0.990312513461607,14283833,"X","C. nigoni background","No change","Conserved"
"WBGene00089241__Cnig_chr_X.g24888",0,0,0,"conserved","no change",1.83439112931444,1.01549911453697,0.876193579293433,14287791,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.41774431353777,0.533476851049686,0.876193579293433,14287791,"X","C. nigoni background","No change","Conserved"
"WBGene00089243__Cni-R05C11.4",0,1,1,"compensatory trans up","overdominant",4.27064417662436,2.88558551312073,1.44175467350966,19064088,"IV","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",3.07400909666401,1.61720570906594,1.44175467350966,19064088,"IV","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00089244__Cni-Y76B12C.8",0,0,0,"conserved","no change",3.05662900938611,0.446144844240774,2.65553946085192,19004056,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",2.51042463589546,-0.157926578133954,2.65553946085192,19004056,"IV","C. nigoni background","No change","Conserved"
"WBGene00089260__Cnig_chr_X.g24960",0,0,0,"conserved","no change",-0.460688547248081,-0.75748522823825,0.363126572820109,14687084,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-2.33121796585334,-2.70453033526216,0.363126572820109,14687084,"X","C. nigoni background","No change","Conserved"
"WBGene00089261__Cni-K07E3.4",1,1,0,"no effect","C. nigoni dominant",0.921635249851253,0.415474042464054,0.559681067801062,14698855,"X","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",0.587046126153505,0.0175278998732139,0.559681067801062,14698855,"X","C. nigoni background","Cni dominant","No change"
"WBGene00089266__Cni-F11C1.7",0,0,0,"conserved","no change",-0.95458129460428,-0.862410931230486,-0.0438722195962202,14810042,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.466143502781901,0.496386814805207,-0.0438722195962202,14810042,"X","C. nigoni background","No change","Conserved"
"WBGene00089271__Cnig_chr_X.g25016",0,0,0,"conserved","no change",-1.3830369884163,-0.650246989030519,-0.658342040442289,15014115,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.91920834392936,-1.27794649244643,-0.658342040442289,15014115,"X","C. nigoni background","No change","Conserved"
"WBGene00089308__Cnig_chr_X.g25076",1,0,0,"ambiguous","ambiguous",0.894647649631546,-1.02005024663009,1.96658598378388,15444665,"X","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.305736714609285,-2.28343229070358,1.96658598378388,15444665,"X","C. nigoni background","Cbr dominant","trans-only"
"WBGene00089309__Cnig_chr_X.g25086",0,0,0,"conserved","no change",0.0305164816762099,0.227645327239164,-0.139467360970896,15499463,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.08652252965107,-0.956815550986346,-0.139467360970896,15499463,"X","C. nigoni background","No change","Conserved"
"WBGene00089320__Cnig_chr_X.g25128",0,0,0,"conserved","no change",-2.56905880524158,-1.36369991425815,-1.18800410377268,15693267,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-2.43529974361419,-1.27384805503203,-1.18800410377268,15693267,"X","C. nigoni background","No change","Conserved"
"WBGene00089323__Cnig_chr_X.g25161",0,-1,0,"ambiguous","ambiguous",-6.99792456147432,-5.42985741206102,-1.53074800029832,15838942,"X","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-0.527104207295844,0.992127293957826,-1.53074800029832,15838942,"X","C. nigoni background","No change","Conserved"
"WBGene00089324__Cni-T25B6.5",0,0,0,"conserved","no change",1.35024819242182,0.301522285540044,1.08553724813101,15858442,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.801881212484795,-0.302048519109973,1.08553724813101,15858442,"X","C. nigoni background","No change","Conserved"
"WBGene00089325__Cnig_chr_X.g25168",0,0,0,"conserved","no change",1.0990467090114,0.149635011395912,1.01101148994315,15861038,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.6572708890616,0.629049351811057,1.01101148994315,15861038,"X","C. nigoni background","No change","Conserved"
"WBGene00089328__Cnig_chr_X.g25197",0,0,0,"conserved","no change",0.283315070713228,-0.240143223067296,0.577974833055243,16027266,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.000900570028355943,-0.587141044299546,0.577974833055243,16027266,"X","C. nigoni background","No change","Conserved"
"WBGene00089341__Cnig_chr_X.g25258",0,0,0,"conserved","no change",-2.16941434792126,-1.1347036928091,-0.987410984019769,16346894,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-2.5822268301695,-1.60524833333867,-0.987410984019769,16346894,"X","C. nigoni background","No change","Conserved"
"WBGene00089344__Cnig_chr_X.g25266",0,0,0,"conserved","no change",-1.62394342014114,0.662909591684044,-2.21629903149621,16386677,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.798511084944277,1.40864765675368,-2.21629903149621,16386677,"X","C. nigoni background","No change","Conserved"
"WBGene00089345__Cni-Y62H9A.15",0,0,0,"conserved","no change",-0.749926640049347,-0.925099695827139,0.22591507213379,16393063,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.394199801936346,-0.631028253116671,0.22591507213379,16393063,"X","C. nigoni background","No change","Conserved"
"WBGene00089347__Cnig_chr_X.g25271",0,0,0,"conserved","no change",0.412103389041858,-0.325078928278144,0.78982527485062,16403657,"X","C. nigoni background","No change","Conserved",0,0,-1,"ambiguous","ambiguous",-1.09874862398432,-1.89832806673642,0.78982527485062,16403657,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00089352__Cnig_chr_X.g25283",0,0,0,"conserved","no change",-0.0978837778798719,1.16213455440198,-1.20563923628657,16451763,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.36381665762735,-0.158765234204614,-1.20563923628657,16451763,"X","C. nigoni background","No change","Conserved"
"WBGene00089357__Cnig_chr_X.g25295",0,1,0,"ambiguous","ambiguous",2.03474229562357,1.28880806526962,0.809159786659865,16520258,"X","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",0.942553598317098,0.129225552596311,0.809159786659865,16520258,"X","C. nigoni background","No change","Conserved"
"WBGene00089359__Cni-T08D10.3",-1,0,0,"ambiguous","ambiguous",-1.22452950529566,0.635976467364621,-1.8167472131502,16539188,"X","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-2.24403649607561,-0.43311484886104,-1.8167472131502,16539188,"X","C. nigoni background","Cni dominant","No change"
"WBGene00089373__Cnig_chr_X.g25322",0,-1,-1,"compensatory trans down","underdominant",-2.46763420385635,-1.81731097060214,-0.602672282873856,16664732,"X","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-7.0366240604467,-6.52661210136358,-0.602672282873856,16664732,"X","C. nigoni background","Underdominant","Compensatory"
"WBGene00089377__Cnig_chr_X.g25344",0,0,0,"conserved","no change",0.671084310246863,-0.0512494748491643,0.770176650576505,16732103,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.79239706503115,-2.56967591504549,0.770176650576505,16732103,"X","C. nigoni background","No change","Conserved"
"WBGene00089393__Cni-ubc-23",0,1,1,"compensatory trans up","overdominant",2.4822175517482,1.85452276262479,0.675254554640593,16870282,"X","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",1.47452239860196,0.785962013564545,0.675254554640593,16870282,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00089400__Cnig_chr_X.g25444",0,0,0,"conserved","no change",-0.294893160995058,1.07741192703498,-1.32350299470134,17180285,"X","C. nigoni background","No change","Conserved",0,0,1,"ambiguous","ambiguous",0.121158264113833,1.43024914789037,-1.32350299470134,17180285,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00089402__Cnig_chr_X.g25468",0,1,1,"compensatory trans up","overdominant",8.51552331621236,5.10651836612449,3.47734227231657,17261090,"X","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",6.49243361811367,3.01612368180354,3.47734227231657,17261090,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00194763__Cnig_chr_II.g6497",0,-1,0,"ambiguous","ambiguous",-1.73092973599836,-0.966030464934706,-0.723889356816672,11676774,"II","C. nigoni background","Ambiguous","Ambiguous",0,-1,0,"ambiguous","ambiguous",-1.61644039844008,-0.90779172868903,-0.723889356816672,11676774,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00194889__Cni-mdt-8",0,0,0,"conserved","no change",-0.059452718837821,-0.907174924984549,0.903001939087069,9318008,"II","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",1.29915557388349,0.385418492302769,0.903001939087069,9318008,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00195066__Cni-W09G3.7",-1,-1,0,"no effect","C. nigoni dominant",-2.33969354143704,-0.755751051443881,-1.52529129153812,12601084,"I","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-2.79851651170806,-1.28933679584009,-1.52529129153812,12601084,"I","C. nigoni background","Cni dominant","No change"
"WBGene00195105__Cni-C34H4.5",0,0,0,"conserved","no change",-1.61581806714712,0.0541566199687411,-1.61919221277577,20088932,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.28472307443908,0.326788054437441,-1.61919221277577,20088932,"IV","C. nigoni background","No change","Conserved"
"WBGene00195105__Cni-col-107",-1,1,1,"C. briggsae partial trans up","overdominant",1.97829362813382,4.81657797179864,-2.77690703740911,20089473,"IV","C. nigoni background","Overdominant","cis-trans",-1,1,1,"C. briggsae partial trans up","overdominant",1.58120986487248,4.34748383166714,-2.77690703740911,20089473,"IV","C. nigoni background","Overdominant","cis-trans"
"WBGene00195105__Cnig_chr_IV.g16210",0,0,0,"conserved","no change",-0.225824457790513,-0.268558967978613,0.0821692780973947,20091763,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.269523426179564,-0.366565718297589,0.0821692780973947,20091763,"IV","C. nigoni background","No change","Conserved"
"WBGene00195251__Cni-F15B9.10",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.34766504235154,1.09287134984646,-0.691852309059175,12350726,"V","C. nigoni background","Cbr dominant","trans-only",-1,0,0,"ambiguous","ambiguous",-0.0343376505390283,0.645726035830333,-0.691852309059175,12350726,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00219240__Cnig_chr_V.g19285",0,0,0,"conserved","no change",0.0980737223246457,0.23293184202643,-0.0747989449825795,11295684,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0749196082523686,-0.00825507597645647,-0.0747989449825795,11295684,"V","C. nigoni background","No change","Conserved"
"WBGene00219320__Cni-npp-22",1,1,0,"no effect","C. nigoni dominant",1.17220040081457,-0.504001859769209,1.7294108330487,10618899,"V","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.00476573769905,0.26571715622189,1.7294108330487,10618899,"V","C. nigoni background","Cni dominant","No change"
"WBGene00249809__Cni-F32D8.12",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.379207663154879,-1.44237897329167,1.87742079842682,11466919,"V","C. nigoni background","Cbr dominant","trans-only",1,1,0,"no effect","C. nigoni dominant",2.22307415310803,0.334945451071273,1.87742079842682,11466919,"V","C. nigoni background","Cni dominant","No change"
"WBGene00255555__Cni-acer-1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0201768626002629,-1.00665916555315,1.04133891266481,6371717,"II","C. nigoni background","Cbr dominant","trans-only",1,1,0,"no effect","C. nigoni dominant",0.788646086248332,-0.263468127301853,1.04133891266481,6371717,"II","C. nigoni background","Cni dominant","No change"
"WBGene00270314__Cnig_chr_V.g20352",0,0,0,"conserved","no change",-0.376398168492692,-0.136883665985736,-0.196545544181752,15285039,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.83326549422063,-1.64888037625726,-0.196545544181752,15285039,"V","C. nigoni background","No change","Conserved"
"WBGene00270338__Cni-T20F5.5",0,-1,-1,"compensatory trans down","underdominant",-1.01795207053629,-1.21124366208864,0.250479278774006,8219747,"I","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.46915932526203,-1.73074754908299,0.250479278774006,8219747,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00270339__Cni-D2005.7",0,0,0,"conserved","no change",-1.95586400198673,-0.821190609084897,-1.09306821075888,6866105,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.911440032761796,0.170564172867462,-1.09306821075888,6866105,"I","C. nigoni background","No change","Conserved"
"WBGene00270341__Cni-D1081.12",-1,-1,-1,"C. briggsae partial trans down","underdominant",-1.48469964622265,-0.86300222892649,-0.571514372771681,9787945,"I","C. nigoni background","Underdominant","cis-trans",-1,-1,-1,"C. briggsae partial trans down","underdominant",-1.49263647234499,-0.932641262811049,-0.571514372771681,9787945,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00270344__Cnig_chr_I.g3610",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.66473450426672,-1.76343205153161,-1.84908631108103,15232424,"I","C. nigoni background","Underdominant","cis-trans",-1,-1,-1,"C. briggsae partial trans down","underdominant",-5.89958671458023,-4.07079743472818,-1.84908631108103,15232424,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00270345__Cni-Y37H9A.1",0,0,0,"conserved","no change",-1.25869996452091,-0.617095490668769,-0.585559935685409,12649561,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.304491421276331,0.884199228647863,-0.585559935685409,12649561,"I","C. nigoni background","No change","Conserved"
"WBGene00270346__Cnig_chr_I.g2015",1,0,0,"ambiguous","ambiguous",0.0120196989481505,-2.51234219412899,2.58168201251827,8648517,"I","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.760237077026522,-1.83180545703673,2.58168201251827,8648517,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270348__Cnig_chr_I.g2367",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.556273582462492,-1.28796443904235,0.788573734015549,9821510,"I","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.258324468589991,-1.05948354848296,0.788573734015549,9821510,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270351__Cnig_chr_I.g1986",1,0,0,"ambiguous","ambiguous",-0.626517587907164,-1.37537886844915,0.804121054075731,8496977,"I","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",-0.055118240884207,-0.87306878692021,0.804121054075731,8496977,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270352__Cnig_chr_I.g1704",0,0,0,"conserved","no change",0.0559035444119902,0.415839109474291,-0.30538314746566,7406784,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.162595660494945,0.459366832193717,-0.30538314746566,7406784,"I","C. nigoni background","No change","Conserved"
"WBGene00270355__Cnig_chr_I.g2741",0,-1,0,"ambiguous","ambiguous",-2.1027674043849,-1.11794377821701,-0.940214848380485,11342719,"I","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-1.03685272414675,-0.103964681030185,-0.940214848380485,11342719,"I","C. nigoni background","No change","Conserved"
"WBGene00270357__Cni-cir-1",0,0,0,"conserved","no change",-0.10722763321953,0.000117620453414343,-0.0507592735890162,4220690,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.249398583311235,0.289953802370064,-0.0507592735890162,4220690,"I","C. nigoni background","No change","Conserved"
"WBGene00270358__Cnig_chr_I.g68",0,0,0,"conserved","no change",0.571015268913157,1.04772227447329,-0.424501333275318,282057,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.575239464577646,0.991622785914436,-0.424501333275318,282057,"I","C. nigoni background","No change","Conserved"
"WBGene00270360__Cnig_chr_I.g2961",-1,0,0,"ambiguous","ambiguous",-1.09437302007478,5.13733399575322,-6.18239906574618,12228968,"I","C. nigoni background","Ambiguous","Ambiguous",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.0714285269485483,6.23140295188856,-6.18239906574618,12228968,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270362__Cni-ZK849.1",0,-1,-1,"compensatory trans down","underdominant",-1.45933970079816,-1.39343027683991,-0.0115739667877765,13535156,"I","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.28210415529264,-1.28084721198013,-0.0115739667877765,13535156,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00270365__Cni-arch-1",0,0,0,"conserved","no change",-1.03679033717733,-0.0128933510897697,-0.969169812202789,8924749,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.273393636509619,1.23152884339185,-0.969169812202789,8924749,"I","C. nigoni background","No change","Conserved"
"WBGene00270365__Cni-B0511.6",1,1,0,"no effect","C. nigoni dominant",2.89026489418694,-0.316449389888299,3.26046802292797,8925453,"I","C. nigoni background","Cni dominant","No change",1,1,1,"C. briggsae partial trans up","overdominant",4.17106748736535,0.899174245187398,3.26046802292797,8925453,"I","C. nigoni background","Overdominant","cis-trans"
"WBGene00270365__Cni-B0511.7",1,1,0,"no effect","C. nigoni dominant",1.84535429834012,-0.444212502910367,2.33865341499619,8929772,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.21588375264523,-0.13513709264837,2.33865341499619,8929772,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270365__Cni-C18E3.9",1,1,0,"no effect","C. nigoni dominant",2.0914251383275,-0.410520367006343,2.55306526155294,8487853,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.51886728850736,-0.0461731682620181,2.55306526155294,8487853,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270365__Cni-cdc-26",1,0,0,"ambiguous","ambiguous",0.301923661973095,-1.06203685669184,1.41156545042329,8936254,"I","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",1.44578689942021,0.0207301092794148,1.41156545042329,8936254,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270365__Cni-cutl-14",0,0,0,"conserved","no change",-1.97140872263669,-0.588520264311514,-1.32207641716791,8928271,"I","C. nigoni background","No change","Conserved",0,0,1,"ambiguous","ambiguous",1.01795202418409,2.33357589235626,-1.32207641716791,8928271,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270365__Cni-eif-3.E",1,1,0,"no effect","C. nigoni dominant",3.74580308948375,-0.27582767664018,4.0753929020223,8937387,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",3.78415341509844,-0.3020323558112,4.0753929020223,8937387,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270365__Cni-mrps-30",1,1,-1,"C. briggsae partial trans down","additive down",2.81927090591496,-0.979428706992802,3.8524828535524,8931200,"I","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",3.2025536234952,-0.660861155924696,3.8524828535524,8931200,"I","C. nigoni background","Additive","cis-trans"
"WBGene00270365__Cni-ndx-7",0,0,0,"conserved","no change",0.273361416070443,-0.49249131996647,0.818909938404303,8493230,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.870658989108275,0.0404600146656391,0.818909938404303,8493230,"I","C. nigoni background","No change","Conserved"
"WBGene00270365__Cnig_chr_I.g1983",0,0,0,"conserved","no change",1.13295438702788,0.394418148190713,0.792575687812696,8490850,"I","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",1.74157201803981,0.940815100951916,0.792575687812696,8490850,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270369__Cni-T28F2.2",0,0,0,"conserved","no change",0.609007603226929,2.16672469042209,-1.50792904420327,8050446,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.227206060277079,1.73011844345309,-1.50792904420327,8050446,"I","C. nigoni background","No change","Conserved"
"WBGene00270371__Cni-oxy-5",0,0,0,"conserved","no change",-0.290543089050955,-0.240058749752343,0.00420278590605855,11229073,"I","C. nigoni background","No change","Conserved",0,-1,-1,"compensatory trans down","underdominant",-0.667819038138507,-0.683102536089284,0.00420278590605855,11229073,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00270374__Cnig_chr_I.g2359",-1,-1,0,"no effect","C. nigoni dominant",-5.05539150617274,-1.18255393135412,-3.78687963029338,9798351,"I","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-6.3108665077602,-2.54041381458567,-3.78687963029338,9798351,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270377__Cni-clec-90",0,0,0,"conserved","no change",0.200670088651505,1.07004786237755,-0.817665983337245,5638913,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.200051533653267,0.605319376985082,-0.817665983337245,5638913,"I","C. nigoni background","No change","Conserved"
"WBGene00270386__Cnig_chr_I.g2314",0,0,0,"conserved","no change",-1.13967247073088,-1.02544133729168,-0.0553288983172782,9662405,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.072147689346541,-0.0273812033434772,-0.0553288983172782,9662405,"I","C. nigoni background","No change","Conserved"
"WBGene00270388__Cnig_chr_I.g512",0,0,0,"conserved","no change",-2.55677899778519,-0.160565000766488,-2.33025513173413,2809425,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.27976664440197,1.04107174398327,-2.33025513173413,2809425,"I","C. nigoni background","No change","Conserved"
"WBGene00270389__Cni-Y87G2A.19",1,1,0,"no effect","C. nigoni dominant",1.91023735503294,0.514926663773249,1.45519759864692,15766554,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",1.51132452393026,0.0467384347135956,1.45519759864692,15766554,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270390__Cnig_chr_I.g2624",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",2.75155729296185,-1.90743644332995,4.70926318313558,10809297,"I","C. nigoni background","Cbr dominant","trans-only",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",1.63781964734017,-3.08960586883333,4.70926318313558,10809297,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270394__Cnig_chr_I.g548",0,0,0,"conserved","no change",-0.0777554950751935,-0.741375545001483,0.7204686723037,3009876,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.551551908752964,-0.178816539666345,0.7204686723037,3009876,"I","C. nigoni background","No change","Conserved"
"WBGene00270395__Cnig_chr_I.g778",0,0,0,"conserved","no change",-0.180508148913289,0.525772120545123,-0.663118483886671,3827699,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.333537304466666,0.318150648924382,-0.663118483886671,3827699,"I","C. nigoni background","No change","Conserved"
"WBGene00270396__Cni-F59A3.12",0,0,0,"conserved","no change",-1.45374557928361,-1.71897768164634,0.321851684381177,9596151,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.418394857710867,-0.752454670656508,0.321851684381177,9596151,"I","C. nigoni background","No change","Conserved"
"WBGene00270397__Cni-yars-1",1,1,0,"no effect","C. nigoni dominant",3.73627894894828,-0.24073721822887,4.03141717648126,16566683,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",4.31388229542283,0.273223395437666,4.03141717648126,16566683,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270398__Cnig_chr_I.g1624",1,1,0,"no effect","C. nigoni dominant",1.94823494243104,-0.336856061767498,2.33862341621682,7059141,"I","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.66098275637117,0.312820857299011,2.33862341621682,7059141,"I","C. nigoni background","Cni dominant","No change"
"WBGene00270400__Cnig_chr_I.g3476",-1,-1,0,"no effect","C. nigoni dominant",-4.34371126064779,-1.54595107222066,-2.77919532882598,14376444,"I","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-4.72006783824961,-1.96608209740871,-2.77919532882598,14376444,"I","C. nigoni background","Cni dominant","No change"
